Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/07/2026,Normal,Karonga,KA0201,Chilumba Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,667,0,342,867,-,0,0
01/07/2026,Normal,Karonga,KA0201,Chilumba Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,21,-,0,0
01/07/2026,Normal,Karonga,KA0201,Chilumba Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,42,133,468,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,8,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,150,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,110,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,25,39,164,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,20,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"4,320","7,100","5,616",-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,199,165,139,180,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,679,283,95,596,-,0,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,2,0,-,30,0
01/07/2026,Normal,Karonga,KA0224,Chilumba Barracks Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,8,15,0,-,6,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,10,0,-,30,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,22,-,0,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,10,10,9,-,0,-1
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,10,-,0,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,40,30,19,10,-,14,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,4,0,-,30,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"19,872","21,984","53,568",-,0,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"2,096",320,281,"1,776",-,14,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,514,469,"1,032",45,-,14,0
01/07/2026,Normal,Mangochi,MH2539,Chilonga Health care Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,27,0,9,27,-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,0,0,200,-,0,200
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,20,30,160,-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,24,150,-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,10,-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,667,"8,000",-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,22,20,34,44,-,0,12
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,170,150,82,20,-,7,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,10,9,2,-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,3,-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"86,400","26,640","41,760","142,128",-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,888,972,928,44,-,0,-187
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"2,598","1,600",934,"1,658",-,0,0
01/07/2026,Normal,Blantyre,BT2905,Chilomoni Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,798,291,217,507,-,8,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,21,-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,84,10,10,102,-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,40,0,0,40,-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,203,110,113,113,-,30,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,10,4,10,-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"30,816","3,600","4,416","30,960",-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"1,996",396,172,"1,600",-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"2,087","1,000",737,"1,087",-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,30,0,2,30,-,0,0
01/07/2026,Normal,Lilongwe,LL1564,Chilobwe/Majiga Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,132,102,186,72,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,10,0,0,30,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,22,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,5,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,148,60,22,88,-,0,0
01/07/2026,Normal,Zomba,ZA2703,Chilipa Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,10,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,70,30,10,40,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,100,19,12,91,-,0,0
01/07/2026,Normal,Zomba,ZA2703,Chilipa Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,0,10,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,7,0,-,30,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"5,616","14,064",0,-,0,0
01/07/2026,Normal,Zomba,ZA2703,Chilipa Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,0,"2,400","9,340",-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"1,512",840,472,672,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"1,916",730,298,"1,186",-,0,0
01/07/2026,Normal,Zomba,ZA2703,Chilipa Health Centre,CHAM,CHAM,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,42,-,0,0
01/07/2026,Normal,Mangochi,MH2502,Chilipa Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,176,0,-,30,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,125,-,0,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,6,2,0,-,0,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,145,70,59,75,-,1,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,75,105,300,-,0,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"7,920","5,280","25,344",-,0,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"1,808",300,384,"1,508",-,0,0
01/07/2026,Normal,Lilongwe,LL15110,Chilinde Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"2,281","1,414","1,405","2,280",-,0,0
01/07/2026,Normal,Blantyre,BT2923,Chileka SDA Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,2,35,-,0,0
01/07/2026,Normal,Blantyre,BT2923,Chileka SDA Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,4,40,-,0,0
01/07/2026,Normal,Blantyre,BT2923,Chileka SDA Health Centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,20,-,0,0
01/07/2026,Normal,Blantyre,BT2923,Chileka SDA Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,14,60,-,0,0
01/07/2026,Normal,Blantyre,BT2923,Chileka SDA Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,10,170,-,0,0
01/07/2026,Normal,Blantyre,BT2923,Chileka SDA Health Centre,CHAM,CHAM,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,120,-,0,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,0,0,20,-,0,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,0,67,0,-,30,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,100,93,5,-,0,0
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,500,50,25,"1,060",-,0,610
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,BB048950,"Magnesium Sulphate, 20%, Injection, Ampoule of 2ml, Subcutaneous",Each,0,0,10,0,-,30,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,50,40,120,-,0,-100
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,20,10,90,-,0,110
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,7,3,8,-,0,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,17,6,60,-,0,0
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,ST062500,Female Condoms,Piece,"32,152","3,000","17,237","29,152",-,0,0
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,FP002401,"Hormonal Intrauterine device (H-IUD), 5 years e.g Lilleta",Each,0,0,0,30,-,30,30
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,22,-,0,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,10,19,40,-,0,50
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,90,50,28,140,-,12,100
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,30,100,50,70,-,0,140
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,85,45,20,46,-,0,0
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,60,30,40,-,0,100
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,35,210,-,0,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"57,600","19,728","10,416","152,640",-,0,"-10,368"
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,FP003800,Male condoms,Each,"51,696",0,"15,737","51,696",-,30,0
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"2,692","2,550","1,275",320,-,0,178
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"1,724","1,003",936,721,-,12,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"2,859","1,059",983,"1,800",-,12,0
01/07/2026,Normal,Lilongwe,LL1505,Chileka Health Centre,Rural/Community Hospital,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"13,800","5,392","2,696","9,800",-,0,"1,392"
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,192,0,10,192,-,12,0
01/07/2026,Normal,Blantyre,BT2904,Chileka Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,"1,329",504,286,825,-,12,-48
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,HH000104,"Delivery Drape, Calibrated",Each,0,0,0,100,-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,7,-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,ST062500,Female Condoms,Piece,0,0,27,10,-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,5,2,1,-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,40,38,58,-,0,98
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,2,2,31,-,0,7
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP003800,Male condoms,Each,0,"6,048","7,296","65,088",-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,71,124,252,-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,400,334,"5,344",-,0,0
01/07/2026,Normal,Lilongwe,LL4093,Child Legacy Health Centre,CHAM Hospital,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,90,73,6,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,10,40,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,25,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,75,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,30,0,0,140,-,0,80
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,16,21,9,19,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,160,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"3,888","3,744","49,968",-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,332,170,57,282,-,0,120
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,233,345,47,-,0,200
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,150,-,0,0
01/07/2026,Normal,Blantyre,BT5077,Chilaweni Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,285,111,59,192,-,0,3
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP002400,Copper containing IUCD (Copper T®),Set,0,0,2,15,-,0,0
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,ST062500,Female Condoms,Piece,68,0,0,68,-,27,0
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,27,25,22,92,-,0,0
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,120,10,17,130,-,0,0
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,496,0,16,496,-,27,-1
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,10,7,40,-,0,0
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"6,192","6,144",720,-,0,720
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,112,590,507,792,-,0,0
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"1,452",499,419,"1,597",-,0,0
