Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/07/2026,Normal,Kasungu,KU1037,Chilanga Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,906,258,198,948,-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,6,18,-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,4,30,-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,1,6,19,-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"2,504","3,811","2,880",-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,24,105,-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,505,90,111,485,-,0,0
01/07/2026,Normal,Nkhata bay,NB0304,Chilambwe Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,45,147,603,-,0,0
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,8,-,0,0
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,7,13,12,17,-,10,20
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,7,20,-,0,0
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,38,0,4,76,-,0,28
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"3,312","3,526","3,456",-,10,"5,752"
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,415,77,101,406,-,0,41
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,130,100,76,-,0,60
01/07/2026,Normal,Nkhata bay,NB0303,Chikwina Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,104,30,63,546,-,0,1
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,1,1,1,-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,BB048950,"Magnesium Sulphate, 20%, Injection, Ampoule of 2ml, Subcutaneous",Each,0,0,0,170,-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,65,-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,10,-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,10,20,132,-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,50,37,330,-,0,20
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,305,55,80,270,-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"9,360","33,888",0,-,20,"5,184"
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"3,919","3,659","3,003","4,320",-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,800","1,734","3,000",-,0,0
01/07/2026,Normal,Machinga,MHG2602,Chikweo Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,"1,029",168,330,861,-,0,0
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,30,14,105,-,0,0
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,600,643,"1,694",-,0,874
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,10,14,10,-,0,0
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,ST062500,Female Condoms,Piece,0,300,100,"3,286",-,0,0
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP002401,"Hormonal Intrauterine device (H-IUD), 5 years e.g Lilleta",Each,0,0,0,181,-,0,181
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,40,53,217,-,0,-181
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,8,299,-,0,-153
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,200,176,"1,138",-,0,-540
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,404,"2,485",-,0,-814
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,110,462,-,0,-100
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP003800,Male condoms,Each,"77,760","93,312","116,064",576,-,0,"-2,592"
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,"1,381","2,858",0,-,4,"-1,500"
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"2,500","1,517","7,356",-,0,"-1,370"
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,228,76,102,-,0,0
01/07/2026,Normal,Chikwawa,CK3303,Chikwawa DHO Pharmacy,District Health Office,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,"1,134",915,588,-,0,-504
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,36,30,12,6,-,0,0
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,40,30,10,10,-,0,0
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,7,92,-,0,-24
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"10,944","10,128","1,152",-,0,0
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,134,400,354,311,-,0,-23
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"2,032",420,140,"1,812",-,0,0
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,20,-,0,0
01/07/2026,Normal,Dedza,DZ1702,Chikuse Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,120,57,185,108,-,0,0
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,36,1,1,43,-,8,8
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,70,20,17,97,-,0,17
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,9,0,1,17,-,0,0
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"4,846","4,032",288,-,0,0
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,77,52,520,-,0,0
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,921,121,121,800,-,20,0
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,18,0,1,21,-,0,0
01/07/2026,Normal,Ntcheu,NU1854,Chikowa -NU036 Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,84,28,273,-,0,21
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,30,-,0,0
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,10,45,-,0,0
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,64,30,14,47,-,0,11
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,40,24,30,-,0,0
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,20,7,240,-,0,100
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,24,58,6,-,0,10
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,208,54,27,154,-,10,0
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,20,-,0,0
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,10,4,7,-,0,0
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"5,760","8,448","5,184",-,0,0
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"14,544","18,480","12,960",-,0,0
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,800,700,550,100,-,10,0
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"3,282",680,446,"1,302",-,0,"-1,400"
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,400","1,600",320,-,0,299
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"4,252","1,693",565,"2,759",-,0,0
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,3,-,0,2
01/07/2026,Normal,Lilongwe,LL1504,Chikowa Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,156,229,18,-,0,-6
01/07/2026,Normal,Blantyre,BT2903,Chikowa Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,64,42,154,84,-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,9,-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,10,7,13,-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,180,-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,204,68,29,140,-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,0,"7,066",0,-,30,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,322,260,177,582,-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,031",627,"1,130",-,0,0
01/07/2026,Normal,Mangochi,MH2501,Chikole Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,396,60,20,336,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,0,0,90,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,170,0,0,200,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,4,782,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,4,-,0,4
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,66,4,5,69,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,30,0,0,50,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,15,2,4,19,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,7,30,-,0,20
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"1,008","1,968","3,744",-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,596,60,147,608,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,339,100,114,413,-,0,0
01/07/2026,Normal,Mzimba South,MZS0571,Chikangawa Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,213,42,19,171,-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,0,0,50,-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,50,-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,20,14,0,-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,40,50,34,40,-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,88,0,3,92,-,0,4
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,17,0,-,30,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,0,"8,064",0,-,30,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,665,260,365,"1,031",-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"1,163",170,204,"1,193",-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,3,-,0,0
01/07/2026,Normal,Ntcheu,NU1805,Chikande Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,114,60,190,513,-,0,0
01/07/2026,Normal,Ntcheu,NU1804,Chigodi Health Centre,CHAM,CHAM,ST062500,Female Condoms,Piece,0,0,3,80,-,0,0
01/07/2026,Normal,Ntcheu,NU1804,Chigodi Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,56,5,4,86,-,0,0
01/07/2026,Normal,Lilongwe,LL15118,Chigodi Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,32,0,0,32,-,6,0
